Competencia;Data;nome;descricao;Responsavel;Valor
01/10/2025;02/09/2025;Urentcar;;Rafa;10
01/10/2025;02/09/2025;Mini Kalzone Shopping;;Rafa;49,5
01/10/2025;02/09/2025;Growfit Alimentos Ltda;;Rafa;12
01/10/2025;02/09/2025;Urentcar;;Rafa;2,81
01/10/2025;03/09/2025;Shopee*shopee*ararasto;;Rafa;35,31
01/10/2025;05/09/2025;Pg *enjoei.com.brAtiv;;Rafa;44,84
01/10/2025;17/09/2025;Shopee*shopee*pangusto;;Rafa;29,96
01/10/2025;19/09/2025;Marcelo Andre Muniz B;;Rafa;25,53
01/10/2025;19/09/2025;Shopee*shopee*pangusto;;Rafa;37,96
01/10/2025;20/09/2025;boleto AP3   33/36;AP;Thais;772,06
01/10/2025;21/09/2025;boleto AP2   33/36;AP;Thais;673,21
01/10/2025;22/09/2025;Parcela Financiamento ;;Thais;1.191,42
01/11/2025;29/09/2025;Gogood.com.br;Academia;Rafa;89,9
01/11/2025;21/10/2025;Gogood.com.br;Academia;Rafa;89,9
01/11/2025;04/10/2025;Mercadolivre*sevennine;Cabos 2mm;Rafa;60,76
01/11/2025;28/09/2025;Ifd*best Burger;Comer Fora;Rafa;7,9
01/11/2025;28/09/2025;Best Burger E Co;Comer Fora;Rafa;76,8
01/11/2025;30/09/2025;Pizzaria Dom Camilo Bc;COMER FORA;Rafa;37
01/11/2025;12/10/2025;X Frederico;Comer Fora;Rafa;73
01/11/2025;13/10/2025;Cantinho Do Sabor Deli;Comer Fora;Rafa;17
01/11/2025;16/10/2025;Subway Navegantes Koch;Comer Fora;Rafa;19,9
01/11/2025;17/10/2025;Mp *keikochoperia;Comer Fora;Rafa;5
01/11/2025;18/10/2025;Padaria Fino Sabor 01;Comer Fora;Rafa;55,85
01/11/2025;28/06/2025;S2p*einscricaot - 4/4;Conferencia ONDA DURA;Rafa;86,05
01/11/2025;28/09/2025;Mercadolivre*4produtos;Corrediça;Rafa;57,8
01/11/2025;27/09/2025;Imperial Comercio Refo;Ferragem;Rafa;2,5
01/11/2025;16/10/2025;Casas Da Agua F37;Ferragem;Rafa;9,9
01/11/2025;25/09/2025;Posto Navel Iii;Gasolina;Rafa;100
01/11/2025;30/09/2025;Modesto Auto Posto;Gasolina;Rafa;100
01/11/2025;04/10/2025;Posto Navel Ii;Gasolina;Rafa;150
01/11/2025;09/10/2025;Postos Catarina Cat 2;Gasolina;Rafa;150
01/11/2025;14/10/2025;Posto Navel Iii;Gasolina;Rafa;100,01
01/11/2025;17/10/2025;Santa Rosa;Gasolina;Rafa;150
01/11/2025;22/10/2025;Alex Sandro;Lupã;Rafa;18
01/11/2025;24/09/2025;Komprao Koch Atacadist;Mercado;Rafa;51,11
01/11/2025;24/09/2025;Emporio Natural;Mercado;Rafa;19,65
01/11/2025;25/09/2025;Padaria Fino Sabor 01;Mercado;Rafa;14,75
01/11/2025;25/09/2025;Komprao Koch Atacadist;Mercado;Rafa;77,24
01/11/2025;26/09/2025;Hortifruti Direto Do C;Mercado;Rafa;7,28
01/11/2025;27/09/2025;Komprao Koch Atacadist;Mercado;Rafa;66,67
01/11/2025;28/09/2025;Komprao Koch Atacadist;Mercado;Rafa;67,47
01/11/2025;30/09/2025;Comercial Fronza Ltda;Mercado;Rafa;6,79
01/11/2025;04/10/2025;Padaria Fino Sabor 01;Mercado;Rafa;36
01/11/2025;07/10/2025;Mercado*57328535leidi;Mercado;Rafa;48,3
01/11/2025;14/10/2025;Komprao Koch Atacadist;Mercado;Rafa;41,65
01/11/2025;16/10/2025;Emporio Natural;Mercado;Rafa;26,65
01/11/2025;16/10/2025;Emporio Natural;Mercado;Rafa;36,13
01/11/2025;17/10/2025;Supermercados Koch;Mercado;Rafa;10,18
01/11/2025;17/10/2025;Atacadao 168 As;Mercado;Rafa;15,43
01/11/2025;18/10/2025;Paulinho Acougue E Con;Mercado;Rafa;86,3
01/11/2025;22/10/2025;Mp*melimais;Mercado Livre;Rafa;8,9
01/11/2025;16/10/2025;Clpautopecas;Palheta do carro;Rafa;105
01/11/2025;04/10/2025;Koerich.com - 1/3;Panela de pressão;Rafa;149,68
01/11/2025;10/10/2025;Office Papelaria;Prancheta;Rafa;13,6
01/11/2025;06/08/2025;Ec *7produtos - 3/9;Reforma AP;Rafa;61,66
01/11/2025;06/08/2025;Mercadolivre*7produtos - 3/9;Reforma AP;Rafa;11,87
01/11/2025;06/08/2025;Mastercard Nacional;Reforma AP;Rafa;12,68
01/11/2025;15/08/2025;Cassol Materiais De Co - 3/10;Reforma AP;Rafa;349,99
01/11/2025;22/08/2025;Cassol Materiais De Co - 3/10;Reforma AP;Rafa;68
01/11/2025;02/10/2025;Mercadolivre*adidasdob - 1/3;Tenis Thais;Rafa;80,71
01/11/2025;25/09/2025;Shopee *shpstecnologia;Tinta parede;Rafa;29,99
01/11/2025;18/10/2025;Shopee *bazaroeste;tinta roupa;Rafa;34,13
01/11/2025;10/10/2025;Delfinaaviamentos;tintas roupa;Rafa;26,1
01/11/2025;02/08/2025;Mp *fullapower - 3/5;Troca do Radiador;Rafa;372
01/11/2025;28/09/2025;Uber* Trip;Uber;Rafa;12,51
01/11/2025;28/09/2025;Uber Uber *trip Help.u;Uber;Rafa;12,81
01/11/2025;07/10/2025;Uber Uber *trip Help.u;Uber;Rafa;15,99
01/11/2025;02/10/2025;Rdsaude Online - 1/3;Wegovy;Rafa;333
01/11/2025;27/09/2025;Thamisprint;;Rafa;8,4
01/11/2025;28/09/2025;Galo Ccu;;Rafa;100
01/11/2025;01/10/2025;Mercado*tammulticomer;;Rafa;135,78
01/11/2025;02/10/2025;Mercado*ebazarcombrlt;;Rafa;129
01/11/2025;17/10/2025;Roma S Rest;;Rafa;55,95
01/11/2025;21/10/2025;Conta Vivo;;Rafa;75
01/11/2025;22/10/2025;Aluguel;;Rafa;1.777,25
01/11/2025;23/10/2025;Luz;;Rafa;194,87
01/11/2025;24/10/2025;boleto AP3   34/36;AP;Thais;773,69
01/11/2025;25/10/2025;boleto AP2   34/36;AP;Thais;681,77
01/11/2025;26/10/2025;Parcela Financiamento ;;Thais;1.166,17
01/11/2025;27/10/2025;Condomínio;;Thais;429,88
01/11/2025;28/10/2025;Luz AP 326;;Thais;107,61
01/11/2025;29/10/2025;;;Thais;
01/12/2025;29/10/2025;Gogood.com.br;Academia;Rafa;89,9
01/12/2025;21/11/2025;Gogood.com.br;Academia;Rafa;89,9
01/12/2025;14/11/2025;Amazonmktplc*samsungel - 1/5;Ar Condicionado;Rafa;363,8
01/12/2025;01/11/2025;Baruks;Comer Fora;Rafa;66
01/12/2025;05/11/2025;Cantinho Do Sabor Deli;Comer Fora;Rafa;31
01/12/2025;14/11/2025;Sushinachos;Comer Fora;Rafa;289,7
01/12/2025;21/11/2025;Marmitariadoboni (Dazum);Comer Fora;Rafa;130,9
01/12/2025;24/11/2025;Republica Grill;Comer Fora;Rafa;32
01/12/2025;04/11/2025;Meganavecomercio;Computador;Rafa;300
01/12/2025;11/11/2025;Dimed S/a - Distribui;Farmacia;Rafa;4,49
01/12/2025;31/10/2025;Sigapay;Ferryboat;Rafa;2,5
01/12/2025;23/10/2025;Postos Catarina Cat 2;Gasolina;Rafa;100
01/12/2025;24/10/2025;adairjose;Gasolina;Rafa;100
01/12/2025;27/10/2025;Santa Rosa;Gasolina;Rafa;150
01/12/2025;01/11/2025;Posto Z 14 Ltda;Gasolina;Rafa;150
01/12/2025;08/11/2025;Postos Catarina Cat 2;Gasolina;Rafa;50
01/12/2025;09/11/2025;Posto Shell;Gasolina;Rafa;100
01/12/2025;11/11/2025;Posto Z 14 Ltda;Gasolina;Rafa;100
01/12/2025;16/11/2025;Sim Itajai Discovery;Gasolina;Rafa;9,98
01/12/2025;16/11/2025;Santa Rosa;Gasolina;Rafa;150
01/12/2025;23/11/2025;Tic Posto Ltda;Gasolina;Rafa;100
01/12/2025;21/11/2025;Conta Vivo;Internet;Rafa;75
01/12/2025;24/11/2025;Mercadolivre*mercadoli;Lava Louça;Rafa;1.259,05
01/12/2025;23/10/2025;Komprao Koch Atacadist;Mercado;Rafa;12,26
01/12/2025;23/10/2025;Paulinho Acougue E Con;Mercado;Rafa;76,41
01/12/2025;24/10/2025;Komprao Koch Atacadist;Mercado;Rafa;14,84
01/12/2025;15/11/2025;Lopesprestadorade;Mercado;Rafa;29,98
01/12/2025;16/11/2025;Paulinho Acougue E Con;Mercado;Rafa;77,22
01/12/2025;22/11/2025;Komprao Koch Atacadist;Mercado;Rafa;10,98
01/12/2025;23/11/2025;Supermercado Sandi;Mercado;Rafa;12,49
01/12/2025;23/11/2025;Postos Oficinas Ltda (;Mercado;Rafa;6
01/12/2025;24/11/2025;Agua Na Boca 3;Mercado;Rafa;6
01/12/2025;26/10/2025;Komprao Koch Atacadist;Mercado;Rafa;49,06
01/12/2025;28/10/2025;Komprao Koch Atacadist;Mercado;Rafa;26,82
01/12/2025;30/10/2025;Hortifruti Direto Do C;Mercado;Rafa;70,95
01/12/2025;28/10/2025;Arcoirispapelaria;Papelaria;Rafa;27,95
01/12/2025;31/10/2025;Lojas Koerich 121 - 1/3;Passadeira a vapor;Rafa;66,66
01/12/2025;14/11/2025;Amazonprimebr;Prime;Rafa;19,9
01/12/2025;15/08/2025;Cassol Materiais De Co - 4/10;Reforma AP;Rafa;349,99
01/12/2025;22/08/2025;Cassol Materiais De Co - 4/10;Reforma AP;Rafa;68
01/12/2025;06/08/2025;Ec *7produtos - 4/9;Reforma AP;Rafa;61,66
01/12/2025;06/08/2025;Mercadolivre*7produtos - 4/9;Reforma AP;Rafa;11,87
01/12/2025;02/10/2025;Mercadolivre*adidasdob - 2/3;Tenis thais;Rafa;80,69
01/12/2025;02/08/2025;Mp *fullapower - 4/5;Troca do Radiador;Rafa;372
01/12/2025;28/10/2025;Uber Uber *trip Help.u;Uber;Rafa;18,86
01/12/2025;01/11/2025;Uber Uber *trip Help.u;Uber;Rafa;10,78
01/12/2025;11/11/2025;Uber* Trip;Uber;Rafa;10,01
01/12/2025;24/11/2025;Uber Uber *trip Help.u;Uber;Rafa;12,86
01/12/2025;02/10/2025;Rdsaude Online - 2/3;Wegovy;Rafa;333
01/12/2025;01/11/2025;Julemar Moda Intima;Xiripa;Rafa;90,6
01/12/2025;04/10/2025;Koerich.com - 2/3;;Rafa;149,66
01/12/2025;23/10/2025;Mercado*ocdboltltda;;Rafa;82,2
01/12/2025;21/11/2025;Mp*melimais;;Rafa;8,9
01/12/2025;27/10/2025;Shopee *domusvita;;Rafa;19,99
01/12/2025;27/10/2025;Shopee *maxmulti;;Rafa;31,99
01/12/2025;01/11/2025;Casadalegue - 1/2;;Rafa;54,9
01/12/2025;02/11/2025;Aluguel;;Rafa;1.777,25
01/12/2025;03/11/2025;Luz;;Rafa;212,52
01/12/2025;04/11/2025;boleto AP1   35/36;AP;Thais;473,77
01/12/2025;05/11/2025;boleto AP2   35/36;AP;Thais;302,12
01/12/2025;06/11/2025;Parcela Financiamento ;;Thais;1.168,25
01/12/2025;07/11/2025;boleto AP3   34/34;;Thais;687,71
01/12/2025;08/11/2025;Condomínio;;Thais;392,66
01/12/2025;09/11/2025;Luz AP 326;;Thais;0
01/12/2025;10/11/2025;Toalhas casa;;Thais;122,1
