Competencia;Data;nome;descricao;Responsavel;Valor
01/07/2024;17/06/2024;pag*maiconrafaelkorc;Comer Fora;Rafa;193
01/07/2024;17/06/2024;Pão Doce;Comer Fora;Rafa;23,35
01/07/2024;03/06/2024;Metropolitano;Gasolina;Rafa;120
01/07/2024;16/06/2024;Metropolitano;Gasolina;Rafa;220,52
01/07/2024;20/06/2024;Ferry Boat;Gasolina;Rafa;20
01/07/2024;17/06/2024;Mercado Gd;Mercado;Rafa;21,5
01/07/2024;27/06/2024;Rede Top;Mercado;Rafa;5,11
01/07/2024;25/06/2024;Whey Max;Mercado;Rafa;60
01/07/2024;22/05/2024;Promove ;Casa;Thais;76
01/07/2024;28/05/2024;Rdvariedades-ct;Casa;Thais;26
01/07/2024;03/06/2024;Casa Maria;Casa;Thais;29,8
01/07/2024;04/06/2024;Ferragem Moi-ct;Casa;Thais;29
01/07/2024;04/06/2024;Areatec Tecnologia E S;Casa;Thais;4,5
01/07/2024;14/05/2024;Lematec - As-ct En02/02;Casa Nova;Thais;87,5
01/07/2024;07/06/2024;Copal Parafu-ct;Casa Nova;Thais;39,14
01/07/2024;17/06/2024;Pag*instalad-ct Chuveiro ;Casa Nova;Thais;120,8
01/07/2024;18/06/2024;Ponto F*ponto Frio01/08;Casa Nova;Thais;444,79
01/07/2024;19/06/2024;Alex Agropec-ct A;Casa Nova;Thais;19
01/07/2024;19/06/2024;Pag*atrativa-ct Se;Casa Nova;Thais;14
01/07/2024;20/06/2024;Pag*luizamod-ct Mos  Torradeira;Casa Nova;Thais;83,8
01/07/2024;22/06/2024;Hiper Difere-ct 01/03;Casa Nova;Thais;112,35
01/07/2024;01/06/2024;52.773.294 Edna Fani;Comer Fora;Thais;90,8
01/07/2024;04/06/2024;Pag*elporten-ct;Comer Fora;Thais;75
01/07/2024;12/06/2024;Newport Come-ct L De;Comer Fora;Thais;50,38
01/07/2024;12/06/2024;Zp *black01/02;Corta Vento;Thais;112,51
01/07/2024;01/06/2024;Farmacia Sao Joao;Farmacia;Thais;22,22
01/07/2024;24/05/2024;Pag*autopost-ct Za;Gasolina;Thais;178,2
01/07/2024;25/05/2024;Free Way -ct;Gasolina;Thais;100
01/07/2024;25/05/2024;Pag*girassol;Gasolina;Thais;45
01/07/2024;29/05/2024;Metropolitano Comercio;Gasolina;Thais;100
01/07/2024;05/06/2024;Metropolitan-ct Mercio;Gasolina;Thais;20
01/07/2024;16/06/2024;Posto Sao Domingos;Gasolina;Thais;100
01/07/2024;21/06/2024;Posto Fl 34 -ct;Gasolina;Thais;104,25
01/07/2024;28/05/2024;Pag*soundvet;Gordo;Thais;185
01/07/2024;04/06/2024;Pet Center C-ct S;Gordo;Thais;185,36
01/07/2024;05/06/2024;Animal Farma-ct Ma01/02;Gordo;Thais;94
01/07/2024;07/06/2024;Davol*davol     Remedio Gordo  01/02;Gordo;Thais;298,51
01/07/2024;19/06/2024;Drogaria Abner Ltda;Gordo;Thais;18,9
01/07/2024;29/05/2024;Amazonprimebr;Internet;Thais;19,9
01/07/2024;12/06/2024;Iof Compra Internaciona;iof;Thais;4,47
01/07/2024;26/05/2024;Supermercado Viezzer;Mercado;Thais;46,56
01/07/2024;29/05/2024;Pag*supermercadoda;Mercado;Thais;41,52
01/07/2024;03/06/2024;Mercado Righ-ct;Mercado;Thais;26,4
01/07/2024;18/06/2024;Naturall -ct;Mercado;Thais;72,97
01/07/2024;13/06/2024;Htm*posinpbe 01/12;Pós Eslão;Thais;598,52
01/07/2024;09/06/2024;Monumento -ct;;Thais;50
01/07/2024;30/06/2024;Casa RGS Aluguel+luz+internet;;Thais;185
01/07/2024;;;;Thais;
01/08/2024;12/08/2024;boleto AP1;19/36;Rafa;615,87
01/08/2024;12/08/2024;boleto AP2;19/36;Rafa;434,87
01/08/2024;12/08/2024;boleto AP3;19/36;Rafa;277,31
01/08/2024;12/08/2024;Vivo da Uruguai;;Rafa;119,99
01/08/2024;12/07/2024;Mesa Thais;;Rafa;250
01/08/2024;09/07/2024;Paulo Cesar Cor;;Rafa;225
01/08/2024;08/07/2024;Ração do Gordo;;Rafa;335
01/08/2024;05/08/2024;Uber;;Rafa;13,92
01/08/2024;30/07/2024;Ferragem presidente;;Rafa;30,2
01/08/2024;30/07/2024;Aquarela Tintas;;Rafa;52,9
01/08/2024;30/07/2024;Komprao;;Rafa;42,96
01/08/2024;29/07/2024;Vitoria Materiais;;Rafa;14,3
01/08/2024;27/07/2024;Alvorada Restaurante;;Rafa;57,8
01/08/2024;07/07/2024;Dinamics material;;Rafa;157,5
01/08/2024;06/07/2024;Komprao;;Rafa;9,98
01/08/2024;06/07/2024;Instaladora;;Rafa;14,2
01/08/2024;05/07/2024;Rodosnack Gpn Resaurante;;Rafa;41,2
01/08/2024;02/07/2024;Ferragem presidente;;Rafa;31,75
01/08/2024;02/07/2024;Dinamics material;;Rafa;156,37
01/08/2024;02/07/2024;Instaladora;;Rafa;8,1
01/08/2024;30/06/2024;Compensado Fernandes;;Rafa;5,16
01/08/2024;08/07/2024;Britania Eletronic01/02;Air Fry;Thais;158,13
01/08/2024;09/07/2024;Iof Compra Internaciona;Aliex;Thais;2,68
01/08/2024;05/07/2024;Amazon Br;Amazon;Thais;27,71
01/08/2024;29/06/2024;Amazonprimebr;Amazon Prime;Thais;19,9
01/08/2024;12/07/2024;Mercadolivre*dmracess;Apoio de Braço Carro;Thais;139,77
01/08/2024;10/07/2024;Aliexpress;Bateria Celular + Tela;Thais;119,27
01/08/2024;11/07/2024;Shoppe (cabide calças);Casa;Thais;21,99
01/08/2024;12/07/2024;Leroy cortina 1/2;Casa;Thais;120,26
01/08/2024;13/07/2024;Mercado;Casa;Thais;93,96
01/08/2024;04/06/2024;Farmacia Sao Joao;Casa;Thais;79,91
01/08/2024;22/06/2024;Hiper Difere-ct 02/03;Casa Nova;Thais;112,35
01/08/2024;27/06/2024;Pag*pizzastb-ct;Comer Fora;Thais;6
01/08/2024;29/06/2024;Dportalrestl-ct;Comer Fora;Thais;40
01/08/2024;30/06/2024;Hotel Da Bar-ct;Comer Fora;Thais;73
01/08/2024;30/06/2024;Pizzaria Dom-ct Ilo;Comer Fora;Thais;41
01/08/2024;13/07/2024;Paes E Doces-ct A;Comer Fora;Thais;11,98
01/08/2024;14/07/2024;Zp *black02/02;Corta Vento;Thais;112,51
01/08/2024;11/07/2024;Mercadolivre*4prod01/02;Espelho I Peças;Thais;113,36
01/08/2024;08/07/2024;Farmacia Top-ct;Farmacia;Thais;8,57
01/08/2024;11/07/2024;Farmacia Sao Joao;Farmacia;Thais;20,28
01/08/2024;17/07/2024;Farmacia Sao-ct O;Farmacia;Thais;34,54
01/08/2024;23/07/2024;Farmacia Sao-ct O;Farmacia;Thais;19,49
01/08/2024;04/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;17,5
01/08/2024;05/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;50
01/08/2024;17/07/2024;Dinamics Mat-ct Is El;Ferragem;Thais;44,55
01/08/2024;17/07/2024;Promove Solu-ct Em Eq;Ferragem;Thais;86
01/08/2024;17/07/2024;Madeireira B-ct;Ferragem;Thais;70
01/08/2024;21/07/2024;Distribuidor-ct Frang;Ferragem;Thais;14,48
01/08/2024;23/07/2024;Distribuidor-ct Frang;Ferragem;Thais;40,48
01/08/2024;10/07/2024;Mp *alipaybrasil;Ferramentas;Thais;143,27
01/08/2024;28/06/2024;Pag*postonav-ct I;Gasolina;Thais;50
01/08/2024;03/07/2024;Posto Ponte -ct;Gasolina;Thais;100
01/08/2024;09/07/2024;Posto Fl 12;Gasolina;Thais;100
01/08/2024;20/07/2024;Route Km 455-ct;Gasolina;Thais;80,74
01/08/2024;21/07/2024;Posto Metrop-ct Ano;Gasolina;Thais;100
01/08/2024;22/07/2024;Davol*davol     Remedio Gordo  02/02;Gordo;Thais;298,51
01/08/2024;23/07/2024;Animal Farma-ct Ma02/02;Gordo;Thais;94
01/08/2024;09/07/2024;Pag*petcente-ct Ercio;Gordo;Thais;145
01/08/2024;15/07/2024;Evo*homeopatas;Gordo;Thais;150
01/08/2024;30/06/2024;Mercadolivre*rsa;Mangueira Gas;Thais;47
01/08/2024;01/07/2024;Komprao Koch Atacadist;Mercado;Thais;282,64
01/08/2024;11/07/2024;Komprao Koch Atacadist;Mercado;Thais;135,08
01/08/2024;13/07/2024;Komprao Koch Atacadist;Mercado;Thais;42,55
01/08/2024;13/07/2024;Komprao Koch-ct Cadist;Mercado;Thais;88,82
01/08/2024;15/07/2024;Komprao Koch-ct Cadist;Mercado;Thais;85,36
01/08/2024;21/07/2024;Casa De Carn-ct Alunga;Mercado;Thais;68,4
01/08/2024;21/07/2024;Macromix Fl -ct;Mercado;Thais;98,91
01/08/2024;22/07/2024;Macromix Fl -ct;Mercado;Thais;108,65
01/08/2024;17/07/2024;Amazon Br 01/02;Mixer 3 em 1;Thais;74,5
01/08/2024;16/07/2024;Amazon Br 01/10;PANELA para devolver;Thais;64,99
01/08/2024;17/07/2024;Htm*posinpbe 02/12;Pos Eslao;Thais;598,92
01/08/2024;17/07/2024;Amazon Br;Secador de Cabelo;Thais;185,38
01/08/2024;18/07/2024;Hub Fin*magazinelu01/03;Serra Circular;Thais;212,44
01/08/2024;04/07/2024;Alex Agropec-ct A;Tela para o Gordo;Thais;17,9
01/08/2024;29/06/2024;Lojas Renner-ct 292;VER COM THAIS;Thais;79,99
01/08/2024;14/07/2024;Aliexpress;WebCam;Thais;125,39
01/08/2024;15/07/2024;Gasolina ;;Thais;222,99
01/08/2024;16/07/2024;RGE RGS 265;;Thais;172,06
01/08/2024;04/07/2024;Pag*maiconra-ct Korc;;Thais;40
01/08/2024;23/07/2024;Pag*canoas -ct;;Thais;40,99
01/09/2024;24/07/2024;boleto AP1;20/36;Rafa;619,81
01/09/2024;25/07/2024;boleto AP2;20/36;Rafa;437,65
01/09/2024;26/07/2024;boleto AP3;20/36;Rafa;279,09
01/09/2024;27/07/2024;Conectcar;;Rafa;50
01/09/2024;28/07/2024;Conectcar;;Rafa;50
01/09/2024;29/07/2024;Uber;;Rafa;13,92
01/09/2024;30/07/2024;Vivo da Uruguai;;Rafa;119,99
01/09/2024;31/07/2024;Komprao;;Rafa;8,51
01/09/2024;01/08/2024;Hidroloja;;Rafa;21
01/09/2024;02/08/2024;Asun;;Rafa;80,81
01/09/2024;03/08/2024;Tamavi;;Rafa;26
01/09/2024;04/08/2024;Komprao;;Rafa;15,74
01/09/2024;05/08/2024;Komprao;;Rafa;93,42
01/09/2024;06/08/2024;CONTA AGUA MES 6;Agua;Thais;45,42
01/09/2024;07/08/2024;CONTA AGUA MES 7;Agua;Thais;45,42
01/09/2024;08/08/2024;CONTA AGUA MES 8;Agua;Thais;45,42
01/09/2024;09/08/2024;Amazonprimebr;Assinatura;Thais;19,9
01/09/2024;10/08/2024;Kymactanatur-ct;Café Ruim;Thais;6
01/09/2024;18/06/2024;Lava e Seca 3/8;Casa nova;Thais;444,79
01/09/2024;19/06/2024;Bazar HD 3/3;Casa nova;Thais;112,35
01/09/2024;20/06/2024;Cortina rolo 2/2;Casa nova;Thais;120,26
01/09/2024;21/06/2024;Hub Fin*magazinelu02/03;Casa Nova;Thais;212,44
01/09/2024;22/06/2024;Britania Eletronic02/02;Casa Nova;Thais;158,12
01/09/2024;23/06/2024;Hub Fin*magazineluiza;Casa Nova;Thais;17,93
01/09/2024;24/06/2024;Central Bald-ct;Casa Nova;Thais;15
01/09/2024;25/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;38,5
01/09/2024;26/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;18
01/09/2024;27/06/2024;Over Arte Co-ct Io De;Casa Nova;Thais;29,9
01/09/2024;28/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;15
01/09/2024;29/06/2024;Presidente C-ct P A F;Casa Nova;Thais;5,07
01/09/2024;30/06/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;28,35
01/09/2024;01/07/2024;Dinamics Mat-ct Is El;Casa Nova;Thais;21,5
01/09/2024;02/07/2024;Madeireira B-ct 01/02;Casa Nova;Thais;155
01/09/2024;26/07/2024;Garden container;Comer fora;Thais;128
01/09/2024;27/07/2024;Graal Baleia ;Comer fora;Thais;13,5
01/09/2024;28/07/2024;Bonatti -ct;Comer fora;Thais;30,97
01/09/2024;29/07/2024;Praca De Ali-ct Aroupa;Comer Fora;Thais;104
01/09/2024;30/07/2024;Sushinachos -ct;Comer fora;Thais;211,6
01/09/2024;31/07/2024;Mercadolivre*elleg01/03;Cuba;Thais;109,53
01/09/2024;01/08/2024;Mercadolivre*4prod02/02;Espelho I Peças;Thais;113,36
01/09/2024;02/08/2024;Maribrax Pos-ct De Se;Gasolina;Thais;100
01/09/2024;03/08/2024;Metropolitan-ct Mercio;Gasolina;Thais;100
01/09/2024;04/08/2024;Posto Rosso -ct Iranga;Gasolina;Thais;100
01/09/2024;05/08/2024;Pag*autopost-ct Za;Gasolina;Thais;100
01/09/2024;06/08/2024;Posto Tio Gu-ct;Gasolina;Thais;76,4
01/09/2024;07/08/2024;Posto Alpha -ct Ata;Gasolina;Thais;50
01/09/2024;08/08/2024;Pag*postonav-ct I;Gasolina;Thais;31,57
01/09/2024;09/08/2024;Pag*postonav-ct I;Gasolina;Thais;101,6
01/09/2024;10/08/2024;Imbituba Rec-ct;Gasolina;Thais;185,02
01/09/2024;11/08/2024;Maribrax Pos-ct De Se;Gasolina;Thais;100
01/09/2024;12/08/2024;Auto Posto B-ct Ila Lt;Gasolina;Thais;100
01/09/2024;13/08/2024;Postonavelii-ct;Gasolina;Thais;101,6
01/09/2024;14/08/2024;Farmácia 2/2;Gordo;Thais;56,17
01/09/2024;15/08/2024;Farmacenter -ct;Higiene;Thais;36,8
01/09/2024;16/08/2024;Farmacia Sao-ct O;Higiene;Thais;80,2
01/09/2024;17/08/2024;Mercadolivre*light01/02;Lixadeira;Thais;128,47
01/09/2024;18/08/2024;Paes E Doces-ct A;Lupa;Thais;18,44
01/09/2024;19/08/2024;Supermecado -ct Zer;Mercado;Thais;47,28
01/09/2024;20/08/2024;Komprao Koch-ct Cadist;Mercado;Thais;76,88
01/09/2024;21/08/2024;Mercado ;Mercado ;Thais;102,55
01/09/2024;22/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;163,1
01/09/2024;23/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;5,29
01/09/2024;24/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;72,32
01/09/2024;25/08/2024;Rede Top Nav-ct Tes Gr;Mercado ;Thais;15,36
01/09/2024;26/08/2024;Komprao Koch Atacadist;Mercado ;Thais;157,61
01/09/2024;27/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;138,64
01/09/2024;28/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;53,46
01/09/2024;29/08/2024;Komprao Koch-ct Cadist;Mercado ;Thais;140,73
01/09/2024;30/08/2024;Amazon Br 02/02;Mixer;Thais;74,5
01/09/2024;31/08/2024;Amazon Br;Panelas;Thais;549,9
01/09/2024;01/09/2024;Htm*posinpbe 03/12;pós ;Thais;598,52
01/09/2024;02/09/2024;Over Arte Co-ct Io De;Tinta Casa Nova;Thais;143,2
01/09/2024;03/09/2024;Over Arte Co-ct Io De;Tinta Casa Nova;Thais;10,4
01/09/2024;04/09/2024;papelaria ;;Thais;16,75
01/09/2024;05/09/2024;Passagem Europa 1/10;;Thais;586,57
01/09/2024;06/09/2024;;;Thais;
01/09/2024;07/09/2024;;;Thais;
01/09/2024;08/09/2024;Central Bald-ct;;Thais;25
01/09/2024;09/09/2024;Ronaldo Lued-ct 45165;;Thais;11
01/09/2024;10/09/2024;Vivianedossa-ct;;Thais;38
01/09/2024;11/09/2024;Vivabem -ct;;Thais;19,86
01/09/2024;12/09/2024;Maiconrafael-ct;;Thais;45
01/09/2024;13/09/2024;;;Thais;
01/09/2024;14/09/2024;Comercial Fr-ct Ltda;;Thais;29,85
01/09/2024;15/09/2024;Comercial Fr-ct Ltda;;Thais;22,93
01/10/2024;29/08/2024;Amazonprimebr;Amazon;Rafa;19,9
01/10/2024;16/09/2024;Mercadolivre*soldigit;Aspirador;Rafa;61,57
01/10/2024;28/08/2024;Amazon Marketplace;Balança;Rafa;62,43
01/10/2024;28/08/2024;Amazon Marketplace;Balança;Rafa;67
01/10/2024;30/08/2024;Shopee *happyshop;Casa;Rafa;26,66
01/10/2024;31/08/2024;Shopee *casaamarelauti;Casa;Rafa;35,99
01/10/2024;31/08/2024;Shopee *gallutilidades;Casa;Rafa;24,4
01/10/2024;05/09/2024;Shopee *varalprati01/02;Casa;Rafa;25,38
01/10/2024;09/09/2024;Shopee*shopee Trpaisag;Casa;Rafa;23,97
01/10/2024;13/09/2024;Comercial Fronza Ltda;Casa;Rafa;7,68
01/10/2024;16/09/2024;Shopee*shopee Mtbikesh;Casa;Rafa;54,99
01/10/2024;16/09/2024;Shopee *depsitobikesto;Casa;Rafa;49,87
01/10/2024;25/06/2024;Hub Fin*magazinelu03/03;Casa NOva;Rafa;212,44
01/10/2024;21/08/2024;Madeireira B-ct 02/02;Casa Nova;Rafa;155
01/10/2024;25/08/2024;Babaolga -ct;Casa Nova;Rafa;25
01/10/2024;28/08/2024;Presidente C-ct P A F;Casa Nova;Rafa;13,6
01/10/2024;28/08/2024;Madeireira B-ct;Casa Nova;Rafa;44
01/10/2024;07/09/2024;Kellymartins-ct;Comer Fora;Rafa;72,8
01/10/2024;08/09/2024;Cappta *paes-ct Oces L;Comer Fora;Rafa;19,99
01/10/2024;18/09/2024;Cowboys Da P-ct;Comer Fora;Rafa;92
01/10/2024;13/09/2024;Xadai Esfiharia E Pizz;Comer Fora;Rafa;35,64
01/10/2024;18/09/2024;Nutrigabi;Comer Fora;Rafa;30
01/10/2024;22/09/2024;Navenda;Comer Fora;Rafa;18,87
01/10/2024;22/09/2024;Nostrosabor;Comer Fora;Rafa;155
01/10/2024;28/08/2024;Mercadolivre*rxparts;Corrediça;Rafa;85,91
01/10/2024;09/08/2024;Mercadolivre*elleg02/03;Cuba;Rafa;109,53
01/10/2024;09/09/2024;Ronildorober-ct;Eletrica Carro;Rafa;180
01/10/2024;05/09/2024;Br Comercio -ct As Ltd;Gas cozinha;Rafa;118
01/10/2024;24/08/2024;Posto De Com-ct Iveis;Gasolina;Rafa;39,3
01/10/2024;25/08/2024;Posto Montecarlo Ii;Gasolina;Rafa;50
01/10/2024;25/08/2024;Postomaiochi-ct;Gasolina;Rafa;100
01/10/2024;30/08/2024;Postonavelii-ct;Gasolina;Rafa;100
01/10/2024;09/09/2024;Postonavelii-ct;Gasolina;Rafa;50
01/10/2024;15/09/2024;Posto Dubai -ct;Gasolina;Rafa;102,75
01/10/2024;22/09/2024;Posto Marcio-ct;Gasolina;Rafa;54,5
01/10/2024;23/09/2024;Posto Fl 12 -ct;Gasolina;Rafa;100
01/10/2024;30/08/2024;Instaladora -ct;Junior;Rafa;9,55
01/10/2024;30/08/2024;Instaladora -ct;Junior;Rafa;12,2
01/10/2024;29/07/2024;Mercadolivre*light02/02;Lixadeira;Rafa;128,47
01/10/2024;15/09/2024;Amazon Prime Aluguel;Machinista;Rafa;6,9
01/10/2024;18/06/2024;Ponto F*ponto Frio04/08;Maquina lava;Rafa;444,79
01/10/2024;24/08/2024;Komprao Koch-ct Cadist;Mercado;Rafa;49,33
01/10/2024;28/08/2024;Komprao Koch Atacadist;Mercado;Rafa;247,12
01/10/2024;11/09/2024;Komprao Koch-ct Cadist;Mercado;Rafa;97,63
01/10/2024;12/09/2024;Komprao Koch Atacadist;Mercado;Rafa;123,12
01/10/2024;14/09/2024;Komprao Koch-ct Cadist;Mercado;Rafa;47,07
01/10/2024;21/09/2024;Komprao Koch Atacadist;Mercado;Rafa;33,88
01/10/2024;31/08/2024;Emporio Natural;Mercado;Rafa;39,73
01/10/2024;12/09/2024;Emporio Natural;Mercado;Rafa;10,45
01/10/2024;17/09/2024;Komprao Koch Atacadist;Mercado;Rafa;203,35
01/10/2024;20/09/2024;Komprao Koch Atacadist;Mercado;Rafa;68,41
01/10/2024;20/09/2024;Rede Top Navegantes Gr;Mercado;Rafa;85,38
01/10/2024;15/08/2024;Avianca Inte4s8edt02/10;Paris;Rafa;586,57
01/10/2024;15/08/2024;Avianca Inte4s8edt_231;Paris;Rafa;-0,36
01/10/2024;07/09/2024;Iof Compra Internaciona;Passagem;Rafa;41,35
01/10/2024;24/08/2024;Oceanic Aqua-ct;Passeio;Rafa;159,8
01/10/2024;25/08/2024;Bat Delicias Lanchonet;Passeio;Rafa;12
01/10/2024;25/08/2024;Bat Estacionamento;Passeio;Rafa;15
01/10/2024;13/06/2024;Htm*posinpbe 04/12;Pós;Rafa;598,52
01/10/2024;17/09/2024;Amazon Br;Protetor;Rafa;29,9
01/10/2024;28/08/2024;Mercadolivre*daviddeb;Torneira;Rafa;150,3
01/10/2024;25/08/2024;Posto Br 376 Ltda;viagem;Rafa;9,5
01/10/2024;11/09/2024;Amazon Br;Whey;Rafa;80,73
01/10/2024;12/09/2024;Internet;;Rafa;119
01/10/2024;13/09/2024;Geometria;;Rafa;150
01/10/2024;14/09/2024;Komprao;;Rafa;67,98
01/10/2024;15/09/2024;Posto;;Rafa;3,5
01/10/2024;16/09/2024;Cappta Paes de Doces;;Rafa;9,98
01/10/2024;08/09/2024;Casa Maringa;;Rafa;29,97
01/10/2024;06/09/2024;Ferragem Presidente;;Rafa;15,6
01/10/2024;29/07/2024;Mercadolivre*lighthau;;Rafa;-0,01
01/10/2024;09/08/2024;Mercadolivre*ellegant;;Rafa;-0,04
01/10/2024;02/09/2024;Iof Compra Internaciona;;Rafa;16,98
01/10/2024;19/09/2024;Amazon Marketplace;;Rafa;-35
01/10/2024;02/09/2024;Latam Site;;Rafa;90,3
01/10/2024;07/10/2024;boleto AP1;22/36;Thais;623,59
01/10/2024;07/10/2024;boleto AP2;22/36;Thais;440,32
01/10/2024;07/10/2024;boleto AP3;22/36;Thais;280,79
01/11/2024;07/10/2024;boleto AP1;22/36;Rafa;623,59
01/11/2024;07/10/2024;boleto AP2;22/36;Rafa;440,32
01/11/2024;07/10/2024;boleto AP3;22/36;Rafa;280,79
01/11/2024;29/09/2024;Amazonprimebr;Amazon;Rafa;19,9
01/11/2024;28/09/2024;The Best Acai;Comer Fora;Rafa;24,68
01/11/2024;08/10/2024;Recantogastrobar;Comer Fora;Rafa;20
01/11/2024;22/10/2024;Maroma Express Gravata;Comer Fora;Rafa;6
01/11/2024;20/10/2024;Ticketmais;Estacionamento;Rafa;15
01/11/2024;16/10/2024;Dinamics Materiais El;Ferragem;Rafa;40
01/11/2024;23/10/2024;Compensados Fernandes - 1/2;Ferragem;Rafa;207,8
01/11/2024;02/10/2024;Tamaviautopecas;Filtro Carro;Rafa;70
01/11/2024;28/09/2024;Postos Catarina;Gasolina;Rafa;50,83
01/11/2024;29/09/2024;Wc Postos Ltda;Gasolina;Rafa;122,79
01/11/2024;29/09/2024;Postinho Br;Gasolina;Rafa;40,8
01/11/2024;06/10/2024;Posto 44;Gasolina;Rafa;100
01/11/2024;06/10/2024;Posto Betrin;Gasolina;Rafa;53
01/11/2024;06/10/2024;Restaurante E Lancheri;Gasolina;Rafa;7,5
01/11/2024;13/10/2024;Posto Do Pingo;Gasolina;Rafa;50,02
01/11/2024;13/10/2024;Auto Posto Navegantes;Gasolina;Rafa;100
01/11/2024;14/10/2024;Auto Posto Caseiros Lt;Gasolina;Rafa;120
01/11/2024;23/10/2024;Posto Dubai;Gasolina;Rafa;100
01/11/2024;28/09/2024;Supermercado Rosileni;Mercado;Rafa;29,47
01/11/2024;29/09/2024;Tocadopaopadariae;Mercado;Rafa;21
01/11/2024;12/10/2024;Mercado Do Xuxo;Mercado;Rafa;56,38
01/11/2024;17/10/2024;Komprao Koch Atacadist;Mercado;Rafa;36,47
01/11/2024;22/10/2024;Embalagemns Gravata;Mercado;Rafa;35,9
01/11/2024;23/10/2024;Komprao Koch Atacadist;Mercado;Rafa;20,97
01/11/2024;28/09/2024;Supermercado Rosileni;Mercado;Rafa;9,05
01/11/2024;20/10/2024;Mp *dalcero;Padaria;Rafa;30,94
01/11/2024;21/10/2024;Conectcar;Pedagio;Rafa;80
01/11/2024;22/10/2024;Amazon Br;vaso cheiroso;Rafa;94,9
01/11/2024;23/10/2024;Mp *aromanatural;Velas;Rafa;39
01/11/2024;24/10/2024;Internet;;Rafa;119
01/11/2024;25/10/2024;Compras Argentina Celso;;Rafa;108
01/11/2024;26/10/2024;Compras Argentina Franco;;Rafa;148
01/11/2024;27/10/2024;Mario Marcenaria;;Rafa;60
01/11/2024;28/10/2024;Shopee *varalprati02/02;Casa Nova;Thais;25,38
01/11/2024;26/09/2024;Sushinachos;Comer Fora;Thais;121,83
01/11/2024;09/10/2024;Recanto Industria De P;Comer Fora;Thais;32,82
01/11/2024;09/10/2024;Recanto Industria De P;Comer Fora;Thais;22,8
01/11/2024;27/09/2024;Padaria E Co-ct Taria;Comer Fora;Thais;12,46
01/11/2024;11/10/2024;Recanto Indu-ct A De P;Comer Fora;Thais;6
01/11/2024;09/08/2024;Mercadolivre*elleg03/03;Cuba;Thais;109,53
01/11/2024;26/09/2024;Farmacia Sao Joao;Farmacia;Thais;18,98
01/11/2024;02/10/2024;Panvel Farmacia;Farmacia;Thais;9,18
01/11/2024;08/10/2024;Farmacia Da -ct;Farmacia;Thais;22,9
01/11/2024;25/09/2024;Instaladora -ct;Ferragem;Thais;28
01/11/2024;25/09/2024;Instaladora -ct;Ferragem;Thais;8,45
01/11/2024;13/10/2024;Pingo Conveniencia;Gasolina;Thais;8
01/11/2024;14/10/2024;Posto Mime Fl62;Gasolina;Thais;100
01/11/2024;27/09/2024;Postonavelii-ct;Gasolina;Thais;202,96
01/11/2024;21/10/2024;Shopee*shopee Pupilacr;Insenso;Thais;25,6
01/11/2024;18/06/2024;Ponto F*ponto Frio05/08;Maquina de lavar;Thais;444,79
01/11/2024;25/09/2024;Mp *naturall;Mercado;Thais;41,29
01/11/2024;26/09/2024;Komprao Koch Atacadist;Mercado;Thais;32,94
01/11/2024;24/09/2024;Komprao Koch-ct Cadist;Mercado;Thais;52,86
01/11/2024;25/09/2024;Komprao Koch-ct Cadist;Mercado;Thais;117,38
01/11/2024;23/10/2024;Latam ;Pasagem Aerea;Thais;31,44
01/11/2024;23/10/2024;Latam ;Pasagem Aerea;Thais;31,44
01/11/2024;15/08/2024;Avianca Inte4s8edt03/10;Pasagem Aerea;Thais;586,57
01/11/2024;13/06/2024;Htm*posinpbe 05/12;Pós;Thais;598,52
01/11/2024;18/10/2024;Shopee *toysshopp;Rodo;Thais;19,89
01/11/2024;03/09/2024;Centauro Com Br 02/02;Tenis;Thais;138,01
01/11/2024;03/09/2024;Centauro Com Br;Tenis;Thais;-0,01
01/11/2024;16/10/2024;Quase Tudo;;Thais;28
01/11/2024;02/10/2024;Iof Compra Internaciona;;Thais;16,39
01/12/2024;01/11/2024;Munizautocenter - 2/4;Carro;Rafa;249
01/12/2024;23/10/2024;Compensados Fernandes - 2/2;Casa Nova;Rafa;207,8
01/12/2024;25/10/2024;Amazon Br Ventilador;Casa Nova;Rafa;219,9
01/12/2024;28/10/2024;Mercadolivre*stefani CapaTablet;Casa Nova;Rafa;44,79
01/12/2024;30/10/2024;Magazineluiza Cesto;Casa Nova;Rafa;54,9
01/12/2024;30/10/2024;Hub*magazineluiza Cesto;Casa Nova;Rafa;54,9
01/12/2024;08/11/2024;Mercadolivre*voaduacom - Potes;Casa Nova;Rafa;48,71
01/12/2024;07/11/2024;Mp *dalcero;Comer Fora;Rafa;9,5
